ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,229,2555,19506,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,24,253,2044,21550.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-31,POINT (-87.625473 41.880112)
60603,32,08/02/2020,08/08/2020,1,10,85,851.8,13,266,1107,22657.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-32,POINT (-87.625473 41.880112)
60603,33,08/09/2020,08/15/2020,1,11,85,937,22,288,1874,24531.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-33,POINT (-87.625473 41.880112)
60603,39,09/20/2020,09/26/2020,0,14,0,1192.5,38,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-39,POINT (-87.625473 41.880112)
60603,40,09/27/2020,10/03/2020,0,14,0,1192.5,35,475,2981,40460,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-40,POINT (-87.625473 41.880112)
60603,41,10/04/2020,10/10/2020,0,14,0,1192.5,22,497,1874,42333.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-41,POINT (-87.625473 41.880112)
60603,42,10/11/2020,10/17/2020,2,16,170,1362.9,37,534,3152,45485.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-42,POINT (-87.625473 41.880112)
60603,43,10/18/2020,10/24/2020,0,16,0,1362.9,34,568,2896,48381.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-43,POINT (-87.625473 41.880112)
60603,44,10/25/2020,10/31/2020,3,19,256,1618.4,38,606,3237,51618.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-44,POINT (-87.625473 41.880112)
60603,45,11/01/2020,11/07/2020,0,19,0,1618.4,41,647,3492,55110.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-45,POINT (-87.625473 41.880112)
60603,46,11/08/2020,11/14/2020,5,24,426,2044.3,55,702,4685,59795.6,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-46,POINT (-87.625473 41.880112)
60601,44,10/30/2022,11/05/2022,13,5265,89,35877.3,187,100691,1274,686139.7,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-44,POINT (-87.622844 41.886262)
60603,47,11/15/2020,11/21/2020,8,32,681,2725.7,65,767,5537,65332.2,0.2,0.1,0,0,0.0,0.0,1174,60603-2020-47,POINT (-87.625473 41.880112)
60604,18,04/26/2020,05/02/2020,4,10,512,1278.8,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-2020-18,POINT (-87.629029 41.878153)
60604,19,05/03/2020,05/09/2020,2,12,256,1534.5,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-2020-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,15,384,1918.2,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-2020-20,POINT (-87.629029 41.878153)
60604,21,05/17/2020,05/23/2020,3,18,384,2301.8,16,92,2046,11764.7,0.2,0.2,0,0,0.0,0.0,782,60604-2020-21,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,20,256,2557.5,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,21,128,2685.4,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-2020-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,22,128,2813.3,9,134,1151,17135.5,0.1,0.2,0,0,0.0,0.0,782,60604-2020-24,POINT (-87.629029 41.878153)
60604,25,06/14/2020,06/20/2020,0,22,0,2813.3,16,150,2046,19181.6,0.0,0.2,0,0,0.0,0.0,782,60604-2020-25,POINT (-87.629029 41.878153)
60604,26,06/21/2020,06/27/2020,1,23,128,2941.2,23,173,2941,22122.8,0.0,0.2,0,0,0.0,0.0,782,60604-2020-26,POINT (-87.629029 41.878153)
60603,34,08/16/2020,08/22/2020,0,11,0,937,21,309,1789,26320.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-34,POINT (-87.625473 41.880112)
60603,35,08/23/2020,08/29/2020,1,12,85,1022.1,20,329,1704,28023.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-35,POINT (-87.625473 41.880112)
60603,50,12/06/2020,12/12/2020,1,40,85,3407.2,78,941,6644,80153.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-50,POINT (-87.625473 41.880112)
60603,36,08/30/2020,09/05/2020,0,12,0,1022.1,26,355,2215,30238.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-36,POINT (-87.625473 41.880112)
60603,37,09/06/2020,09/12/2020,2,14,170,1192.5,20,375,1704,31942.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-37,POINT (-87.625473 41.880112)
60603,38,09/13/2020,09/19/2020,0,14,0,1192.5,27,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-38,POINT (-87.625473 41.880112)
60603,51,12/13/2020,12/19/2020,0,40,0,3407.2,81,1022,6900,87052.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-51,POINT (-87.625473 41.880112)
60601,46,11/08/2020,11/14/2020,79,470,538,3202.7,748,10127,5097,69008.5,0.1,0.0,1,8,6.8,54.5,14675,60601-2020-46,POINT (-87.622844 41.886262)
60603,52,12/20/2020,12/26/2020,5,45,426,3833,48,1070,4089,91141.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,782,60604-2020-10,POINT (-87.629029 41.878153)
60604,11,03/08/2020,03/14/2020,,,,,1,1,128,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,1,0,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-12,POINT (-87.629029 41.878153)
60604,13,03/22/2020,03/28/2020,,,,,7,8,895,1023,0.0,0.0,0,0,0.0,0.0,782,60604-2020-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,4,12,512,1534.5,0.0,0.0,0,0,0.0,0.0,782,60604-2020-14,POINT (-87.629029 41.878153)
60604,15,04/05/2020,04/11/2020,,,,,1,13,128,1662.4,0.0,0.0,0,0,0.0,0.0,782,60604-2020-15,POINT (-87.629029 41.878153)
60604,16,04/12/2020,04/18/2020,,,,,3,16,384,2046,0.0,0.0,0,0,0.0,0.0,782,60604-2020-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,13,29,1662,3708.4,0.2,0.2,0,0,0.0,0.0,782,60604-2020-17,POINT (-87.629029 41.878153)
60602,37,09/06/2020,09/12/2020,0,21,0,1688.1,26,629,2090,50562.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-37,POINT (-87.628309 41.883136)
60602,12,03/21/2021,03/27/2021,2,98,161,7877.8,72,2188,5788,175884.2,0.1,0.1,0,2,0.0,160.8,1244,60602-2021-12,POINT (-87.628309 41.883136)
60602,14,04/04/2021,04/10/2021,1,100,80,8038.6,64,2310,5145,185691.3,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-14,POINT (-87.628309 41.883136)
60601,1,01/03/2021,01/09/2021,55,820,375,5587.7,801,15962,5458,108770,0.0,0.1,1,11,6.8,75.0,14675,60601-2021-1,POINT (-87.622844 41.886262)
60601,17,04/24/2022,04/30/2022,45,4311,307,29376.5,493,92452,3360,629996.6,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-17,POINT (-87.622844 41.886262)
60602,52,12/26/2021,01/01/2022,37,245,2974,19694.5,141,8055,11334,647508,0.3,0.0,0,3,0.0,241.2,1244,60602-2021-52,POINT (-87.628309 41.883136)
60602,1,01/02/2022,01/08/2022,45,290,3617,23311.9,279,8334,22428,669935.7,0.2,0.0,0,3,0.0,241.2,1244,60602-2022-1,POINT (-87.628309 41.883136)
60602,14,04/03/2022,04/09/2022,7,337,563,27090,116,10300,9325,827974.3,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-14,POINT (-87.628309 41.883136)
60666,52,12/26/2021,01/01/2022,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-52,POINT (-87.896371 41.979511)
60666,9,02/27/2022,03/05/2022,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2022-9,POINT (-87.896371 41.979511)
60666,50,12/12/2021,12/18/2021,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-50,POINT (-87.896371 41.979511)
60602,35,08/28/2022,09/03/2022,2,425,161,34164,35,11548,2814,928295.8,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-35,POINT (-87.628309 41.883136)
60603,53,12/27/2020,01/02/2021,3,48,256,4088.6,45,1115,3833,94974.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112)
60603,1,01/03/2021,01/09/2021,4,52,341,4429.3,80,1195,6814,101788.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112)
60603,10,03/07/2021,03/13/2021,2,67,170,5707,74,1938,6303,165076.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-10,POINT (-87.625473 41.880112)
60603,11,03/14/2021,03/20/2021,0,67,0,5707,101,2039,8603,173679.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-11,POINT (-87.625473 41.880112)
60603,12,03/21/2021,03/27/2021,4,71,341,6047.7,73,2112,6218,179897.8,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-12,POINT (-87.625473 41.880112)
60603,13,03/28/2021,04/03/2021,0,71,0,6047.7,80,2192,6814,186712.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-13,POINT (-87.625473 41.880112)
60603,14,04/04/2021,04/10/2021,2,73,170,6218.1,81,2273,6900,193611.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-14,POINT (-87.625473 41.880112)
60603,15,04/11/2021,04/17/2021,2,75,170,6388.4,105,2378,8944,202555.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-15,POINT (-87.625473 41.880112)
60603,23,06/06/2021,06/12/2021,0,80,0,6814.3,44,2936,3748,250085.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-23,POINT (-87.625473 41.880112)
60603,24,06/13/2021,06/19/2021,0,80,0,6814.3,41,2977,3492,253577.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-24,POINT (-87.625473 41.880112)
60603,25,06/20/2021,06/26/2021,0,80,0,6814.3,38,3015,3237,256814.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-25,POINT (-87.625473 41.880112)
60603,27,07/04/2021,07/10/2021,0,80,0,6814.3,30,3089,2555,263117.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-27,POINT (-87.625473 41.880112)
60603,28,07/11/2021,07/17/2021,0,80,0,6814.3,56,3145,4770,267887.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-28,POINT (-87.625473 41.880112)
60603,29,07/18/2021,07/24/2021,0,80,0,6814.3,101,3246,8603,276490.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-29,POINT (-87.625473 41.880112)
60603,3,01/17/2021,01/23/2021,0,57,0,4855.2,78,1364,6644,116184,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60603,30,07/25/2021,07/31/2021,1,81,85,6899.5,138,3384,11755,288245.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-30,POINT (-87.625473 41.880112)
60603,31,08/01/2021,08/07/2021,2,83,170,7069.8,151,3535,12862,301107.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-31,POINT (-87.625473 41.880112)
60603,32,08/08/2021,08/14/2021,0,83,0,7069.8,122,3657,10392,311499.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-32,POINT (-87.625473 41.880112)
60603,33,08/15/2021,08/21/2021,3,86,256,7325.4,110,3767,9370,320868.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-33,POINT (-87.625473 41.880112)
60615,10,03/01/2020,03/07/2020,,,,,2,2,5,4.8,0.0,0.0,0,0,0.0,0.0,41563,60615-2020-10,POINT (-87.602725 41.801993)
60615,11,03/08/2020,03/14/2020,,,,,5,7,12,16.8,0.0,0.0,0,0,0.0,0.0,41563,60615-2020-11,POINT (-87.602725 41.801993)
60602,10,03/06/2022,03/12/2022,0,327,0,26286.2,136,9841,10932,791077.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-10,POINT (-87.628309 41.883136)
60603,6,02/07/2021,02/13/2021,2,64,170,5451.4,93,1634,7922,139182.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-6,POINT (-87.625473 41.880112)
60603,7,02/14/2021,02/20/2021,0,64,0,5451.4,64,1698,5451,144633.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-7,POINT (-87.625473 41.880112)
60666,48,11/28/2021,12/04/2021,1,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-48,POINT (-87.896371 41.979511)
60666,47,11/21/2021,11/27/2021,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-47,POINT (-87.896371 41.979511)
60603,48,11/22/2020,11/28/2020,4,36,341,3066.4,50,817,4259,69591.1,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-48,POINT (-87.625473 41.880112)
60602,16,04/18/2021,04/24/2021,3,104,241,8360.1,73,2455,5868,197347.3,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-16,POINT (-87.628309 41.883136)
60602,17,04/25/2021,05/01/2021,1,105,80,8440.5,80,2535,6431,203778.1,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-17,POINT (-87.628309 41.883136)
60602,19,05/09/2021,05/15/2021,0,105,0,8440.5,75,2692,6029,216398.7,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-19,POINT (-87.628309 41.883136)
60602,20,05/16/2021,05/22/2021,1,106,80,8520.9,77,2769,6190,222588.4,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-20,POINT (-87.628309 41.883136)
60602,24,06/13/2021,06/19/2021,0,106,0,8520.9,73,3058,5868,245819.9,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-24,POINT (-87.628309 41.883136)
60602,26,06/27/2021,07/03/2021,1,107,80,8601.3,55,3173,4421,255064.3,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-26,POINT (-87.628309 41.883136)
60602,27,07/04/2021,07/10/2021,0,107,0,8601.3,43,3216,3457,258520.9,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-27,POINT (-87.628309 41.883136)
60602,29,07/18/2021,07/24/2021,0,107,0,8601.3,117,3395,9405,272910,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-29,POINT (-87.628309 41.883136)
60602,40,10/03/2021,10/09/2021,0,126,0,10128.6,151,4845,12138,389469.5,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-40,POINT (-87.628309 41.883136)
60602,41,10/10/2021,10/16/2021,2,128,161,10289.4,273,5118,21945,411414.8,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-41,POINT (-87.628309 41.883136)
60602,11,03/13/2022,03/19/2022,2,329,161,26446.9,118,9959,9486,800562.7,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-11,POINT (-87.628309 41.883136)
60603,16,04/18/2021,04/24/2021,1,76,85,6473.6,89,2467,7581,210136.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-16,POINT (-87.625473 41.880112)
60603,17,04/25/2021,05/01/2021,0,76,0,6473.6,90,2557,7666,217802.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60603,18,05/02/2021,05/08/2021,1,77,85,6558.8,88,2645,7496,225298.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-18,POINT (-87.625473 41.880112)
60603,19,05/09/2021,05/15/2021,1,78,85,6644,75,2720,6388,231686.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-19,POINT (-87.625473 41.880112)
60602,12,03/20/2022,03/26/2022,0,329,0,26446.9,103,10062,8280,808842.4,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-12,POINT (-87.628309 41.883136)
60602,13,03/27/2022,04/02/2022,1,330,80,26527.3,122,10184,9807,818649.5,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-13,POINT (-87.628309 41.883136)
60603,2,01/10/2021,01/16/2021,5,57,426,4855.2,91,1286,7751,109540,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112)
60603,20,05/16/2021,05/22/2021,1,79,85,6729.1,68,2788,5792,237478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-20,POINT (-87.625473 41.880112)
60603,21,05/23/2021,05/29/2021,1,80,85,6814.3,53,2841,4514,241993.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-21,POINT (-87.625473 41.880112)
60603,49,11/29/2020,12/05/2020,3,39,256,3322,46,863,3918,73509.4,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-49,POINT (-87.625473 41.880112)
60603,22,05/30/2021,06/05/2021,0,80,0,6814.3,51,2892,4344,246337.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-22,POINT (-87.625473 41.880112)
60601,37,09/06/2020,09/12/2020,30,197,204,1342.4,1430,5330,9744,36320.3,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-37,POINT (-87.622844 41.886262)
60601,31,07/26/2020,08/01/2020,9,121,61,824.5,235,2116,1601,14419.1,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-31,POINT (-87.622844 41.886262)
60601,34,08/16/2020,08/22/2020,7,139,48,947.2,345,2991,2351,20381.6,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-34,POINT (-87.622844 41.886262)
60601,35,08/23/2020,08/29/2020,15,154,102,1049.4,421,3412,2869,23250.4,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-35,POINT (-87.622844 41.886262)
60601,53,12/27/2020,01/02/2021,26,765,177,5212.9,537,15161,3659,103311.8,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-53,POINT (-87.622844 41.886262)
60602,3,01/17/2021,01/23/2021,0,77,0,6189.7,46,1706,3698,137138.3,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-3,POINT (-87.628309 41.883136)
60601,10,03/07/2021,03/13/2021,17,945,116,6439.5,690,21466,4702,146276,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-10,POINT (-87.622844 41.886262)
60603,34,08/22/2021,08/28/2021,1,87,85,7410.6,142,3909,12095,332964.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-34,POINT (-87.625473 41.880112)
60603,35,08/29/2021,09/04/2021,1,88,85,7495.7,166,4075,14140,347103.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-35,POINT (-87.625473 41.880112)
60603,36,09/05/2021,09/11/2021,0,88,0,7495.7,164,4239,13969,361073.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-36,POINT (-87.625473 41.880112)
60603,37,09/12/2021,09/18/2021,1,89,85,7580.9,148,4387,12606,373679.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-37,POINT (-87.625473 41.880112)
60603,38,09/19/2021,09/25/2021,1,90,85,7666.1,135,4522,11499,385178.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-38,POINT (-87.625473 41.880112)
60603,4,01/24/2021,01/30/2021,1,58,85,4940.4,94,1458,8007,124190.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112)
60603,8,02/21/2021,02/27/2021,0,64,0,5451.4,74,1772,6303,150937,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-8,POINT (-87.625473 41.880112)
60603,9,02/28/2021,03/06/2021,1,65,85,5536.6,92,1864,7836,158773.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-9,POINT (-87.625473 41.880112)
60603,5,01/31/2021,02/06/2021,4,62,341,5281.1,83,1541,7070,131260.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-5,POINT (-87.625473 41.880112)
60602,36,09/04/2022,09/10/2022,1,426,80,34244.4,31,11579,2492,930787.8,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-36,POINT (-87.628309 41.883136)
60602,38,09/18/2022,09/24/2022,4,432,322,34726.7,40,11646,3215,936173.6,0.2,0.0,0,3,0.0,241.2,1244,60602-2022-38,POINT (-87.628309 41.883136)
60602,30,07/25/2021,07/31/2021,4,111,322,8922.8,112,3507,9003,281913.2,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-30,POINT (-87.628309 41.883136)
60602,33,08/15/2021,08/21/2021,3,118,241,9485.5,58,3791,4662,304742.8,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-33,POINT (-87.628309 41.883136)
60654,10,03/01/2020,03/07/2020,,,,,2,2,10,10.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-10,POINT (-87.636354 41.892485)
60654,11,03/08/2020,03/14/2020,,,,,9,11,47,57.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-11,POINT (-87.636354 41.892485)
60602,42,10/17/2021,10/23/2021,0,128,0,10289.4,150,5268,12058,423472.7,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-42,POINT (-87.628309 41.883136)
60602,43,10/24/2021,10/30/2021,1,129,80,10369.8,216,5484,17363,440836,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-43,POINT (-87.628309 41.883136)
60601,32,08/02/2020,08/08/2020,4,125,27,851.8,229,2345,1560,15979.6,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-32,POINT (-87.622844 41.886262)
60601,33,08/09/2020,08/15/2020,7,132,48,899.5,301,2646,2051,18030.7,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-33,POINT (-87.622844 41.886262)
60601,11,03/14/2021,03/20/2021,29,974,198,6637.1,979,22445,6671,152947.2,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-11,POINT (-87.622844 41.886262)
60601,43,10/23/2022,10/29/2022,18,5252,123,35788.8,188,100504,1281,684865.4,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-43,POINT (-87.622844 41.886262)
60602,35,08/29/2021,09/04/2021,2,123,161,9887.5,92,3976,7396,319614.1,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-35,POINT (-87.628309 41.883136)
60659,10,03/01/2020,03/07/2020,,,,,1,1,2,2.4,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-10,POINT (-87.703266 41.990803)
60659,11,03/08/2020,03/14/2020,,,,,4,5,10,12.2,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-11,POINT (-87.703266 41.990803)
60602,37,09/12/2021,09/18/2021,0,124,0,9967.8,147,4298,11817,345498.4,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-37,POINT (-87.628309 41.883136)
60602,39,09/26/2021,10/02/2021,0,126,0,10128.6,223,4694,17926,377331.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-39,POINT (-87.628309 41.883136)
60605,28,07/11/2021,07/17/2021,17,2001,62,7271.3,638,52347,2318,190221.3,0.0,0.0,0,12,0.0,43.6,27519,60605-2021-28,POINT (-87.623449 41.867824)
